"GEO_ID","NAME","B25035_001E","B25035_001M"
"id","Geographic Area Name","Estimate!!Median year structure built","Margin of Error!!Median year structure built"
"8600000US92624","ZCTA5 92624","1971","2"
"8600000US92625","ZCTA5 92625","1973","2"
"8600000US92626","ZCTA5 92626","1972","1"
"8600000US92627","ZCTA5 92627","1968","2"
"8600000US92629","ZCTA5 92629","1980","1"
"8600000US92630","ZCTA5 92630","1979","1"
"8600000US92637","ZCTA5 92637","1968","1"
"8600000US92646","ZCTA5 92646","1970","1"
"8600000US92647","ZCTA5 92647","1968","1"
"8600000US92648","ZCTA5 92648","1980","2"
"8600000US92649","ZCTA5 92649","1973","1"
"8600000US92651","ZCTA5 92651","1964","2"
"8600000US92653","ZCTA5 92653","1980","1"
"8600000US92655","ZCTA5 92655","1969","4"
"8600000US92656","ZCTA5 92656","1993","1"
"8600000US92657","ZCTA5 92657","1998","1"
"8600000US92660","ZCTA5 92660","1976","2"
"8600000US92661","ZCTA5 92661","1967","5"
"8600000US92662","ZCTA5 92662","1962","4"
"8600000US92663","ZCTA5 92663","1970","2"
"8600000US92672","ZCTA5 92672","1974","2"
"8600000US92673","ZCTA5 92673","1997","3"
"8600000US92675","ZCTA5 92675","1980","2"
"8600000US92676","ZCTA5 92676","1949","19"
"8600000US92677","ZCTA5 92677","1986","1"
"8600000US92678","ZCTA5 92678","1955","9"
"8600000US92679","ZCTA5 92679","1993","1"
"8600000US92683","ZCTA5 92683","1969","1"
"8600000US92688","ZCTA5 92688","1993","2"
"8600000US92691","ZCTA5 92691","1975","1"
"8600000US92692","ZCTA5 92692","1986","1"
"8600000US92694","ZCTA5 92694","2005","1"
"8600000US92701","ZCTA5 92701","1969","2"
"8600000US92703","ZCTA5 92703","1964","2"
"8600000US92704","ZCTA5 92704","1970","1"
"8600000US92705","ZCTA5 92705","1968","1"
"8600000US92706","ZCTA5 92706","1960","2"
"8600000US92707","ZCTA5 92707","1964","1"
"8600000US92708","ZCTA5 92708","1972","1"
"8600000US92780","ZCTA5 92780","1970","1"
"8600000US92782","ZCTA5 92782","1995","1"
"8600000US92801","ZCTA5 92801","1971","2"
"8600000US92802","ZCTA5 92802","1965","2"
"8600000US92804","ZCTA5 92804","1965","1"
"8600000US92805","ZCTA5 92805","1966","2"
"8600000US92806","ZCTA5 92806","1973","1"
"8600000US92807","ZCTA5 92807","1976","1"
"8600000US92808","ZCTA5 92808","1993","1"
"8600000US92821","ZCTA5 92821","1975","1"
"8600000US92823","ZCTA5 92823","2005","3"
"8600000US92831","ZCTA5 92831","1968","2"
"8600000US92832","ZCTA5 92832","1960","2"
"8600000US92833","ZCTA5 92833","1970","2"
"8600000US92835","ZCTA5 92835","1972","1"
"8600000US92840","ZCTA5 92840","1961","2"
"8600000US92841","ZCTA5 92841","1960","1"
"8600000US92843","ZCTA5 92843","1966","2"
"8600000US92844","ZCTA5 92844","1968","2"
"8600000US92845","ZCTA5 92845","1964","1"
"8600000US92860","ZCTA5 92860","1974","1"
"8600000US92861","ZCTA5 92861","1974","1"
"8600000US92865","ZCTA5 92865","1969","2"
"8600000US92866","ZCTA5 92866","1962","2"
"8600000US92867","ZCTA5 92867","1969","1"
"8600000US92868","ZCTA5 92868","1975","2"
"8600000US92869","ZCTA5 92869","1976","2"
"8600000US92870","ZCTA5 92870","1974","2"
"8600000US92879","ZCTA5 92879","1985","1"
"8600000US92880","ZCTA5 92880","2004","1"
"8600000US92881","ZCTA5 92881","1994","2"
"8600000US92882","ZCTA5 92882","1985","1"
"8600000US92883","ZCTA5 92883","2002","2"
"8600000US92886","ZCTA5 92886","1979","1"
"8600000US92887","ZCTA5 92887","1987","1"
"8600000US93001","ZCTA5 93001","1963","1"
"8600000US93003","ZCTA5 93003","1969","2"
"8600000US93004","ZCTA5 93004","1978","2"
"8600000US93010","ZCTA5 93010","1974","2"
"8600000US93012","ZCTA5 93012","1986","1"
"8600000US93013","ZCTA5 93013","1974","1"
"8600000US93015","ZCTA5 93015","1972","2"
"8600000US93021","ZCTA5 93021","1986","1"
"8600000US93022","ZCTA5 93022","1961","4"
"8600000US93023","ZCTA5 93023","1966","2"
"8600000US93030","ZCTA5 93030","1973","2"
"8600000US93033","ZCTA5 93033","1968","1"
"8600000US93035","ZCTA5 93035","1977","1"
"8600000US93036","ZCTA5 93036","1983","2"
"8600000US93040","ZCTA5 93040","1963","20"
"8600000US93041","ZCTA5 93041","1974","2"
"8600000US93042","ZCTA5 93042","-","**"
"8600000US93043","ZCTA5 93043","1949","41"
"8600000US93060","ZCTA5 93060","1965","2"
"8600000US93063","ZCTA5 93063","1978","1"
"8600000US93064","ZCTA5 93064","-","**"
"8600000US93065","ZCTA5 93065","1980","2"
"8600000US93066","ZCTA5 93066","1974","3"
"8600000US93067","ZCTA5 93067","1978","17"
"8600000US93101","ZCTA5 93101","1959","3"
"8600000US93103","ZCTA5 93103","1960","3"
"8600000US93105","ZCTA5 93105","1964","2"
"8600000US93108","ZCTA5 93108","1965","3"
"8600000US93109","ZCTA5 93109","1963","2"
"8600000US93110","ZCTA5 93110","1973","2"
"8600000US93111","ZCTA5 93111","1969","1"
"8600000US93117","ZCTA5 93117","1973","2"
"8600000US93201","ZCTA5 93201","1976","4"
"8600000US93202","ZCTA5 93202","1979","5"
"8600000US93203","ZCTA5 93203","1983","4"
"8600000US93204","ZCTA5 93204","1986","4"
"8600000US93205","ZCTA5 93205","1976","4"
"8600000US93206","ZCTA5 93206","1968","4"
"8600000US93207","ZCTA5 93207","1977","3"
"8600000US93208","ZCTA5 93208","1978","4"
"8600000US93210","ZCTA5 93210","1984","2"
"8600000US93212","ZCTA5 93212","1981","3"
"8600000US93215","ZCTA5 93215","1983","2"
"8600000US93218","ZCTA5 93218","1972","6"
"8600000US93219","ZCTA5 93219","1980","3"
"8600000US93220","ZCTA5 93220","-","**"
"8600000US93221","ZCTA5 93221","1980","3"
"8600000US93222","ZCTA5 93222","1982","3"
"8600000US93223","ZCTA5 93223","1982","5"
"8600000US93224","ZCTA5 93224","1971","9"
"8600000US93225","ZCTA5 93225","1983","3"
"8600000US93226","ZCTA5 93226","1977","14"
"8600000US93230","ZCTA5 93230","1982","2"
"8600000US93234","ZCTA5 93234","1994","4"
"8600000US93235","ZCTA5 93235","1974","5"
"8600000US93238","ZCTA5 93238","1967","5"
"8600000US93239","ZCTA5 93239","1956","29"
"8600000US93240","ZCTA5 93240","1974","3"
"8600000US93241","ZCTA5 93241","1971","2"
"8600000US93242","ZCTA5 93242","1973","9"
"8600000US93243","ZCTA5 93243","1981","7"
"8600000US93244","ZCTA5 93244","1968","9"
"8600000US93245","ZCTA5 93245","1988","2"
"8600000US93247","ZCTA5 93247","1973","2"
"8600000US93249","ZCTA5 93249","1983","6"
"8600000US93250","ZCTA5 93250","1985","4"
"8600000US93251","ZCTA5 93251","1947","8"
"8600000US93252","ZCTA5 93252","1968","6"
"8600000US93254","ZCTA5 93254","1956","2"
"8600000US93255","ZCTA5 93255","1973","4"
"8600000US93256","ZCTA5 93256","1977","8"
"8600000US93257","ZCTA5 93257","1978","2"
"8600000US93258","ZCTA5 93258","1981","11"
"8600000US93260","ZCTA5 93260","1973","4"
"8600000US93261","ZCTA5 93261","1983","4"
"8600000US93262","ZCTA5 93262","-","**"
"8600000US93263","ZCTA5 93263","1981","4"
"8600000US93265","ZCTA5 93265","1981","6"
"8600000US93266","ZCTA5 93266","1987","8"
"8600000US93267","ZCTA5 93267","1967","11"
"8600000US93268","ZCTA5 93268","1959","3"
"8600000US93270","ZCTA5 93270","1975","3"
"8600000US93271","ZCTA5 93271","1977","3"
"8600000US93272","ZCTA5 93272","1976","3"
"8600000US93274","ZCTA5 93274","1983","2"
"8600000US93276","ZCTA5 93276","1987","14"
"8600000US93277","ZCTA5 93277","1977","1"
"8600000US93280","ZCTA5 93280","1984","3"
"8600000US93283","ZCTA5 93283","1976","3"
"8600000US93285","ZCTA5 93285","1977","4"
"8600000US93286","ZCTA5 93286","1980","5"
"8600000US93287","ZCTA5 93287","1995","25"
"8600000US93291","ZCTA5 93291","1993","2"
"8600000US93292","ZCTA5 93292","1987","2"
"8600000US93301","ZCTA5 93301","1971","5"
"8600000US93304","ZCTA5 93304","1964","2"
"8600000US93305","ZCTA5 93305","1960","2"
"8600000US93306","ZCTA5 93306","1976","2"
"8600000US93307","ZCTA5 93307","1978","1"
"8600000US93308","ZCTA5 93308","1977","2"
"8600000US93309","ZCTA5 93309","1975","2"
"8600000US93311","ZCTA5 93311","1999","2"
"8600000US93312","ZCTA5 93312","2000","1"
"8600000US93313","ZCTA5 93313","1999","1"
"8600000US93314","ZCTA5 93314","2002","2"
"8600000US93401","ZCTA5 93401","1977","2"
"8600000US93402","ZCTA5 93402","1976","2"
"8600000US93405","ZCTA5 93405","1975","1"
"8600000US93410","ZCTA5 93410","-","**"
"8600000US93420","ZCTA5 93420","1983","2"
"8600000US93422","ZCTA5 93422","1980","2"
"8600000US93424","ZCTA5 93424","1985","4"
"8600000US93426","ZCTA5 93426","1992","3"
"8600000US93427","ZCTA5 93427","1984","4"
"8600000US93428","ZCTA5 93428","1983","2"
"8600000US93429","ZCTA5 93429","1962","48"
"8600000US93430","ZCTA5 93430","1975","3"
"8600000US93432","ZCTA5 93432","1995","7"
"8600000US93433","ZCTA5 93433","1978","3"
"8600000US93434","ZCTA5 93434","1983","4"
"8600000US93436","ZCTA5 93436","1972","2"
"8600000US93437","ZCTA5 93437","1999","2"
"8600000US93440","ZCTA5 93440","1984","13"
"8600000US93441","ZCTA5 93441","1978","3"
"8600000US93442","ZCTA5 93442","1973","2"
"8600000US93444","ZCTA5 93444","1992","3"
"8600000US93445","ZCTA5 93445","1983","3"
"8600000US93446","ZCTA5 93446","1987","2"
"8600000US93449","ZCTA5 93449","1981","2"
"8600000US93450","ZCTA5 93450","1963","5"
"8600000US93451","ZCTA5 93451","1992","7"
"8600000US93452","ZCTA5 93452","1983","5"
"8600000US93453","ZCTA5 93453","1973","5"
"8600000US93454","ZCTA5 93454","1975","2"
"8600000US93455","ZCTA5 93455","1981","2"
"8600000US93458","ZCTA5 93458","1981","2"
"8600000US93460","ZCTA5 93460","1979","2"
"8600000US93461","ZCTA5 93461","1993","6"
"8600000US93463","ZCTA5 93463","1977","3"
"8600000US93465","ZCTA5 93465","1991","3"
"8600000US93501","ZCTA5 93501","1978","4"
"8600000US93505","ZCTA5 93505","1991","2"
"8600000US93510","ZCTA5 93510","1986","1"
"8600000US93512","ZCTA5 93512","1979","9"
"8600000US93513","ZCTA5 93513","1972","3"
"8600000US93514","ZCTA5 93514","1974","2"
"8600000US93516","ZCTA5 93516","1959","3"
"8600000US93517","ZCTA5 93517","1971","10"
"8600000US93518","ZCTA5 93518","1986","4"
"8600000US93519","ZCTA5 93519","1957","18"
"8600000US93522","ZCTA5 93522","1972","19"
"8600000US93523","ZCTA5 93523","1993","3"
"8600000US93524","ZCTA5 93524","-","**"
"8600000US93526","ZCTA5 93526","1966","8"
"8600000US93527","ZCTA5 93527","1985","3"
"8600000US93528","ZCTA5 93528","1949","16"
"8600000US93529","ZCTA5 93529","1975","12"
"8600000US93530","ZCTA5 93530","2001","121"
"8600000US93531","ZCTA5 93531","1980","31"
"8600000US93532","ZCTA5 93532","1981","3"
"8600000US93534","ZCTA5 93534","1979","2"
"8600000US93535","ZCTA5 93535","1983","1"
"8600000US93536","ZCTA5 93536","1989","1"
"8600000US93541","ZCTA5 93541","1987","11"
"8600000US93543","ZCTA5 93543","1983","2"
"8600000US93544","ZCTA5 93544","1976","3"
"8600000US93545","ZCTA5 93545","1966","6"
"8600000US93546","ZCTA5 93546","1979","2"
"8600000US93549","ZCTA5 93549","1975","13"
"8600000US93550","ZCTA5 93550","1984","1"
"8600000US93551","ZCTA5 93551","1993","1"
"8600000US93552","ZCTA5 93552","1993","1"
"8600000US93553","ZCTA5 93553","1982","5"
"8600000US93554","ZCTA5 93554","1939-","***"
"8600000US93555","ZCTA5 93555","1980","2"
"8600000US93558","ZCTA5 93558","1939-","***"
"8600000US93560","ZCTA5 93560","1993","2"
"8600000US93561","ZCTA5 93561","1987","2"
"8600000US93562","ZCTA5 93562","1956","2"
"8600000US93563","ZCTA5 93563","1971","8"
"8600000US93591","ZCTA5 93591","1983","1"
"8600000US93592","ZCTA5 93592","1970","7"
"8600000US93601","ZCTA5 93601","1989","6"
"8600000US93602","ZCTA5 93602","1985","3"
"8600000US93603","ZCTA5 93603","1975","6"
"8600000US93604","ZCTA5 93604","1971","8"
"8600000US93605","ZCTA5 93605","2002","16"
"8600000US93606","ZCTA5 93606","1989","23"
"8600000US93608","ZCTA5 93608","1973","18"
"8600000US93609","ZCTA5 93609","1965","5"
"8600000US93610","ZCTA5 93610","1981","4"
"8600000US93611","ZCTA5 93611","1994","1"
"8600000US93612","ZCTA5 93612","1977","1"
"8600000US93614","ZCTA5 93614","1994","2"
"8600000US93615","ZCTA5 93615","1975","3"
"8600000US93616","ZCTA5 93616","1974","5"
"8600000US93618","ZCTA5 93618","1976","3"
"8600000US93619","ZCTA5 93619","2004","1"
"8600000US93620","ZCTA5 93620","1972","3"
"8600000US93621","ZCTA5 93621","1973","37"
"8600000US93622","ZCTA5 93622","1990","3"
"8600000US93623","ZCTA5 93623","1972","12"
"8600000US93624","ZCTA5 93624","1984","4"
"8600000US93625","ZCTA5 93625","1978","5"
"8600000US93626","ZCTA5 93626","1996","5"
"8600000US93627","ZCTA5 93627","-","**"
"8600000US93628","ZCTA5 93628","1979","28"
"8600000US93630","ZCTA5 93630","1992","3"
"8600000US93631","ZCTA5 93631","1981","4"
"8600000US93633","ZCTA5 93633","1958","6"
"8600000US93634","ZCTA5 93634","1988","3"
"8600000US93635","ZCTA5 93635","1993","2"
"8600000US93636","ZCTA5 93636","1986","3"
"8600000US93637","ZCTA5 93637","1990","4"
"8600000US93638","ZCTA5 93638","1984","2"
"8600000US93640","ZCTA5 93640","1985","3"
"8600000US93641","ZCTA5 93641","1968","14"
"8600000US93643","ZCTA5 93643","1984","4"
"8600000US93644","ZCTA5 93644","1978","2"
"8600000US93645","ZCTA5 93645","1992","56"
"8600000US93646","ZCTA5 93646","1987","5"
"8600000US93647","ZCTA5 93647","1972","5"
"8600000US93648","ZCTA5 93648","1988","3"
"8600000US93650","ZCTA5 93650","1974","3"
"8600000US93651","ZCTA5 93651","1988","4"
"8600000US93652","ZCTA5 93652","1968","7"
"8600000US93653","ZCTA5 93653","1994","4"
"8600000US93654","ZCTA5 93654","1979","2"
"8600000US93656","ZCTA5 93656","1973","3"
"8600000US93657","ZCTA5 93657","1977","2"
"8600000US93660","ZCTA5 93660","1986","4"
"8600000US93662","ZCTA5 93662","1980","3"
"8600000US93664","ZCTA5 93664","1993","2"
"8600000US93665","ZCTA5 93665","1955","4"
"8600000US93666","ZCTA5 93666","1974","11"
"8600000US93667","ZCTA5 93667","1980","4"
"8600000US93668","ZCTA5 93668","1965","4"
"8600000US93669","ZCTA5 93669","1975","11"
"8600000US93673","ZCTA5 93673","1968","6"
"8600000US93675","ZCTA5 93675","1988","4"
"8600000US93701","ZCTA5 93701","1960","5"
"8600000US93702","ZCTA5 93702","1955","2"
"8600000US93703","ZCTA5 93703","1957","2"
"8600000US93704","ZCTA5 93704","1959","2"
"8600000US93705","ZCTA5 93705","1965","1"
"8600000US93706","ZCTA5 93706","1967","2"
"8600000US93710","ZCTA5 93710","1975","1"
"8600000US93711","ZCTA5 93711","1981","2"
"8600000US93720","ZCTA5 93720","1993","1"
"8600000US93721","ZCTA5 93721","1975","3"
"8600000US93722","ZCTA5 93722","1993","1"
"8600000US93723","ZCTA5 93723","2002","2"
"8600000US93725","ZCTA5 93725","1978","3"
"8600000US93726","ZCTA5 93726","1964","2"
"8600000US93727","ZCTA5 93727","1981","2"
"8600000US93728","ZCTA5 93728","1947","3"
"8600000US93730","ZCTA5 93730","1999","2"
"8600000US93901","ZCTA5 93901","1964","1"
"8600000US93905","ZCTA5 93905","1974","2"
"8600000US93906","ZCTA5 93906","1980","2"
"8600000US93907","ZCTA5 93907","1978","1"
"8600000US93908","ZCTA5 93908","1982","2"
"8600000US93920","ZCTA5 93920","1977","6"
"8600000US93921","ZCTA5 93921","1952","4"
"8600000US93923","ZCTA5 93923","1966","2"
"8600000US93924","ZCTA5 93924","1969","3"
"8600000US93925","ZCTA5 93925","1975","4"
"8600000US93926","ZCTA5 93926","1985","3"
"8600000US93927","ZCTA5 93927","1987","3"
"8600000US93928","ZCTA5 93928","-","**"
"8600000US93930","ZCTA5 93930","1980","3"
"8600000US93932","ZCTA5 93932","1979","6"
"8600000US93933","ZCTA5 93933","1978","2"
"8600000US93940","ZCTA5 93940","1970","2"
"8600000US93943","ZCTA5 93943","-","**"
"8600000US93950","ZCTA5 93950","1959","2"
"8600000US93953","ZCTA5 93953","1970","3"
"8600000US93954","ZCTA5 93954","1975","7"
"8600000US93955","ZCTA5 93955","1967","2"
"8600000US93960","ZCTA5 93960","1987","5"
"8600000US93962","ZCTA5 93962","1962","29"
"8600000US94002","ZCTA5 94002","1966","1"
"8600000US94005","ZCTA5 94005","1980","10"
"8600000US94010","ZCTA5 94010","1959","2"
"8600000US94014","ZCTA5 94014","1969","2"
"8600000US94015","ZCTA5 94015","1965","1"
"8600000US94019","ZCTA5 94019","1980","2"
"8600000US94020","ZCTA5 94020","1974","5"
"8600000US94021","ZCTA5 94021","1939-","***"
"8600000US94022","ZCTA5 94022","1969","1"
"8600000US94024","ZCTA5 94024","1960","1"
"8600000US94025","ZCTA5 94025","1959","1"
"8600000US94027","ZCTA5 94027","1960","4"
"8600000US94028","ZCTA5 94028","1968","3"
"8600000US94030","ZCTA5 94030","1960","2"
"8600000US94037","ZCTA5 94037","1976","4"
"8600000US94038","ZCTA5 94038","1979","4"
"8600000US94040","ZCTA5 94040","1972","2"
"8600000US94041","ZCTA5 94041","1973","3"
"8600000US94043","ZCTA5 94043","1975","1"
"8600000US94044","ZCTA5 94044","1965","2"
"8600000US94060","ZCTA5 94060","1950","13"
"8600000US94061","ZCTA5 94061","1959","2"
"8600000US94062","ZCTA5 94062","1959","2"
"8600000US94063","ZCTA5 94063","1969","2"
"8600000US94065","ZCTA5 94065","1987","1"
"8600000US94066","ZCTA5 94066","1961","2"
"8600000US94070","ZCTA5 94070","1960","1"
"8600000US94074","ZCTA5 94074","1955","26"
"8600000US94080","ZCTA5 94080","1964","1"
"8600000US94085","ZCTA5 94085","1979","3"
"8600000US94086","ZCTA5 94086","1975","2"
"8600000US94087","ZCTA5 94087","1967","1"
"8600000US94089","ZCTA5 94089","1989","3"
"8600000US94102","ZCTA5 94102","1939-","***"
"8600000US94103","ZCTA5 94103","1976","5"
"8600000US94104","ZCTA5 94104","1949","45"
"8600000US94105","ZCTA5 94105","2006","2"
"8600000US94107","ZCTA5 94107","1995","2"
"8600000US94108","ZCTA5 94108","1939-","***"
"8600000US94109","ZCTA5 94109","1939-","***"
"8600000US94110","ZCTA5 94110","1939-","***"
"8600000US94111","ZCTA5 94111","1973","3"
"8600000US94112","ZCTA5 94112","1939-","***"
"8600000US94114","ZCTA5 94114","1939-","***"
"8600000US94115","ZCTA5 94115","1948","6"
"8600000US94116","ZCTA5 94116","1944","1"
"8600000US94117","ZCTA5 94117","1939-","***"
"8600000US94118","ZCTA5 94118","1939-","***"
"8600000US94121","ZCTA5 94121","1939-","***"
"8600000US94122","ZCTA5 94122","1944","1"
"8600000US94123","ZCTA5 94123","1939-","***"
"8600000US94124","ZCTA5 94124","1965","4"
"8600000US94127","ZCTA5 94127","1939-","***"
"8600000US94128","ZCTA5 94128","-","**"
"8600000US94129","ZCTA5 94129","1945","5"
"8600000US94130","ZCTA5 94130","1961","3"
"8600000US94131","ZCTA5 94131","1959","2"
"8600000US94132","ZCTA5 94132","1952","1"
"8600000US94133","ZCTA5 94133","1939-","***"
"8600000US94134","ZCTA5 94134","1954","2"
"8600000US94158","ZCTA5 94158","2008","2"
"8600000US94301","ZCTA5 94301","1958","4"
"8600000US94303","ZCTA5 94303","1961","2"
"8600000US94304","ZCTA5 94304","1995","4"
"8600000US94305","ZCTA5 94305","1985","3"
"8600000US94306","ZCTA5 94306","1963","2"
"8600000US94401","ZCTA5 94401","1965","3"
"8600000US94402","ZCTA5 94402","1955","2"
"8600000US94403","ZCTA5 94403","1963","1"
"8600000US94404","ZCTA5 94404","1976","1"
"8600000US94501","ZCTA5 94501","1955","2"
"8600000US94502","ZCTA5 94502","1982","1"
"8600000US94503","ZCTA5 94503","1998","3"
"8600000US94505","ZCTA5 94505","1995","1"
"8600000US94506","ZCTA5 94506","1993","1"
"8600000US94507","ZCTA5 94507","1977","2"
"8600000US94508","ZCTA5 94508","1963","4"
"8600000US94509","ZCTA5 94509","1976","1"
"8600000US94510","ZCTA5 94510","1980","2"
"8600000US94511","ZCTA5 94511","1975","3"
"8600000US94512","ZCTA5 94512","-","**"
"8600000US94513","ZCTA5 94513","2002","1"
"8600000US94514","ZCTA5 94514","1971","6"
"8600000US94515","ZCTA5 94515","1971","6"
"8600000US94516","ZCTA5 94516","1939-","***"
"8600000US94517","ZCTA5 94517","1984","4"
"8600000US94518","ZCTA5 94518","1969","2"
"8600000US94519","ZCTA5 94519","1960","2"
"8600000US94520","ZCTA5 94520","1969","2"
"8600000US94521","ZCTA5 94521","1973","1"
"8600000US94523","ZCTA5 94523","1973","2"
"8600000US94525","ZCTA5 94525","1939-","***"
"8600000US94526","ZCTA5 94526","1975","1"
"8600000US94528","ZCTA5 94528","1967","11"
"8600000US94530","ZCTA5 94530","1956","1"
"8600000US94531","ZCTA5 94531","1995","1"
"8600000US94533","ZCTA5 94533","1978","2"
"8600000US94534","ZCTA5 94534","1992","1"
"8600000US94535","ZCTA5 94535","1996","4"
"8600000US94536","ZCTA5 94536","1976","1"
"8600000US94538","ZCTA5 94538","1976","2"
"8600000US94539","ZCTA5 94539","1978","2"
"8600000US94541","ZCTA5 94541","1967","2"
"8600000US94542","ZCTA5 94542","1976","2"
"8600000US94544","ZCTA5 94544","1972","1"
"8600000US94545","ZCTA5 94545","1969","2"
"8600000US94546","ZCTA5 94546","1961","2"
"8600000US94547","ZCTA5 94547","1988","2"
"8600000US94548","ZCTA5 94548","1983","14"
"8600000US94549","ZCTA5 94549","1965","2"
"8600000US94550","ZCTA5 94550","1977","2"
"8600000US94551","ZCTA5 94551","1983","2"
"8600000US94552","ZCTA5 94552","1988","1"
"8600000US94553","ZCTA5 94553","1974","2"
"8600000US94555","ZCTA5 94555","1983","1"
"8600000US94556","ZCTA5 94556","1969","2"
"8600000US94558","ZCTA5 94558","1975","1"
"8600000US94559","ZCTA5 94559","1966","4"
"8600000US94560","ZCTA5 94560","1973","2"
"8600000US94561","ZCTA5 94561","1993","2"
"8600000US94563","ZCTA5 94563","1959","2"
"8600000US94564","ZCTA5 94564","1968","1"
"8600000US94565","ZCTA5 94565","1980","1"
"8600000US94566","ZCTA5 94566","1982","2"
"8600000US94567","ZCTA5 94567","1987","7"
"8600000US94568","ZCTA5 94568","2000","2"
"8600000US94569","ZCTA5 94569","1939-","***"
"8600000US94571","ZCTA5 94571","1998","3"
"8600000US94572","ZCTA5 94572","1971","2"
"8600000US94573","ZCTA5 94573","1961","44"
"8600000US94574","ZCTA5 94574","1970","3"
"8600000US94575","ZCTA5 94575","-","**"
"8600000US94576","ZCTA5 94576","1939-","***"
"8600000US94577","ZCTA5 94577","1958","2"
"8600000US94578","ZCTA5 94578","1966","2"
"8600000US94579","ZCTA5 94579","1959","2"
"8600000US94580","ZCTA5 94580","1955","2"
"8600000US94582","ZCTA5 94582","2002","1"
"8600000US94583","ZCTA5 94583","1981","2"
"8600000US94585","ZCTA5 94585","1985","2"
"8600000US94586","ZCTA5 94586","1962","7"
"8600000US94587","ZCTA5 94587","1979","1"
"8600000US94588","ZCTA5 94588","1985","2"
"8600000US94589","ZCTA5 94589","1972","2"
"8600000US94590","ZCTA5 94590","1951","3"
"8600000US94591","ZCTA5 94591","1982","1"
"8600000US94592","ZCTA5 94592","2005","2"
"8600000US94595","ZCTA5 94595","1970","2"
"8600000US94596","ZCTA5 94596","1975","1"
"8600000US94597","ZCTA5 94597","1979","2"
"8600000US94598","ZCTA5 94598","1972","1"
"8600000US94599","ZCTA5 94599","1987","3"
"8600000US94601","ZCTA5 94601","1947","2"
"8600000US94602","ZCTA5 94602","1943","3"
"8600000US94603","ZCTA5 94603","1954","2"
"8600000US94605","ZCTA5 94605","1954","1"
"8600000US94606","ZCTA5 94606","1949","3"
"8600000US94607","ZCTA5 94607","1973","2"
"8600000US94608","ZCTA5 94608","1969","4"
"8600000US94609","ZCTA5 94609","1939-","***"
"8600000US94610","ZCTA5 94610","1951","3"
"8600000US94611","ZCTA5 94611","1958","2"
"8600000US94612","ZCTA5 94612","1964","3"
"8600000US94613","ZCTA5 94613","-","**"
"8600000US94618","ZCTA5 94618","1942","4"
"8600000US94619","ZCTA5 94619","1947","3"
"8600000US94621","ZCTA5 94621","1954","4"
"8600000US94702","ZCTA5 94702","1943","2"
"8600000US94703","ZCTA5 94703","1939-","***"
"8600000US94704","ZCTA5 94704","1964","3"
"8600000US94705","ZCTA5 94705","1939-","***"
"8600000US94706","ZCTA5 94706","1949","3"
"8600000US94707","ZCTA5 94707","1939-","***"
"8600000US94708","ZCTA5 94708","1946","2"
"8600000US94709","ZCTA5 94709","1944","6"
"8600000US94710","ZCTA5 94710","1956","3"
"8600000US94720","ZCTA5 94720","1939-","***"
"8600000US94801","ZCTA5 94801","1960","3"
"8600000US94803","ZCTA5 94803","1970","2"
"8600000US94804","ZCTA5 94804","1960","2"
"8600000US94805","ZCTA5 94805","1951","2"
"8600000US94806","ZCTA5 94806","1969","2"
"8600000US94850","ZCTA5 94850","-","**"
"8600000US94901","ZCTA5 94901","1964","2"
"8600000US94903","ZCTA5 94903","1967","1"
"8600000US94904","ZCTA5 94904","1964","2"
"8600000US94920","ZCTA5 94920","1966","2"
"8600000US94922","ZCTA5 94922","1984","7"
"8600000US94923","ZCTA5 94923","1983","3"
"8600000US94924","ZCTA5 94924","1962","4"
"8600000US94925","ZCTA5 94925","1963","2"
"8600000US94928","ZCTA5 94928","1980","1"
"8600000US94929","ZCTA5 94929","1976","5"
"8600000US94930","ZCTA5 94930","1954","3"
"8600000US94931","ZCTA5 94931","1983","2"
"8600000US94933","ZCTA5 94933","1939-","***"
"8600000US94937","ZCTA5 94937","1952","11"
"8600000US94938","ZCTA5 94938","1939-","***"
"8600000US94939","ZCTA5 94939","1970","3"
"8600000US94940","ZCTA5 94940","1956","21"
"8600000US94941","ZCTA5 94941","1963","2"
"8600000US94945","ZCTA5 94945","1973","2"
"8600000US94946","ZCTA5 94946","1975","3"
"8600000US94947","ZCTA5 94947","1971","2"
"8600000US94949","ZCTA5 94949","1978","1"
"8600000US94950","ZCTA5 94950","1974","7"
"8600000US94951","ZCTA5 94951","1974","6"
"8600000US94952","ZCTA5 94952","1968","3"
"8600000US94954","ZCTA5 94954","1983","1"
"8600000US94956","ZCTA5 94956","1968","5"
"8600000US94957","ZCTA5 94957","1951","13"
"8600000US94960","ZCTA5 94960","1953","2"
"8600000US94963","ZCTA5 94963","1965","16"
"8600000US94964","ZCTA5 94964","1952","13"
"8600000US94965","ZCTA5 94965","1966","2"
"8600000US94970","ZCTA5 94970","1968","13"
"8600000US94971","ZCTA5 94971","1961","49"
"8600000US94972","ZCTA5 94972","-","**"
"8600000US94973","ZCTA5 94973","1962","7"
"8600000US95002","ZCTA5 95002","1972","6"
"8600000US95003","ZCTA5 95003","1975","2"
"8600000US95004","ZCTA5 95004","1982","3"
"8600000US95005","ZCTA5 95005","1964","4"
"8600000US95006","ZCTA5 95006","1961","3"
"8600000US95007","ZCTA5 95007","1939-","***"
